AnonID,Cset,Phase,ResponseType,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Type,Mating,Cset Quality (voted),Cset Quality (prescreen),Intervening bullets (min),Intervening bullets (max),Caliber Q1,Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Category (Detailed)
BJUCT,KQ1288,Primary (Baseline),KQ,Excl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BJUCT,KQ1378,Primary (2nd assignments),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BJUCT,KQ1378,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BJUCT,KQ1476,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Mated,A:D,U,10.0,28.0,9ML,U,,"Same Model, Diff Sess, FMJ, Poor quality"
BJUCT,KQ1519,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Mated,A:B,G,0.0,8.0,040,G,,"Same Model, Same SubSess, FMJ"
BJUCT,KQ1708,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Mated,A:B,G,40.0,58.0,038,G,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ1734,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BJUCT,KQ1900,Primary (2nd assignments),KQ,ID,VEasy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BJUCT,KQ1900,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BJUCT,KQ1949,Primary (Baseline),KQ,Excl,Easy,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Same Model, Diff Sess, JHP"
BJUCT,KQ1999,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,040,G,,"Diff Make, JHP"
BJUCT,KQ2046,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ2100,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BJUCT,KQ2149,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BJUCT,KQ2472,Primary (Baseline),KQ,Insuff,Diff,HiRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ2480,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:C,B,,,9ML,B,,"Diff Model, FMJ, Poor quality"
BJUCT,KQ2559,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, JHP"
BJUCT,KQ2608,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, FMJ"
BJUCT,KQ2726,Primary (Baseline),KQ,Excl,VEasy,LowRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Make, FMJ"
BJUCT,KQ2729,Primary (2nd assignments),KQ,NoValue,na,na,Inconclusive,KQ,Mated,A:B,U,10.0,28.0,040,U,,"Same Model, Same Sess, JHP"
BJUCT,KQ2729,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:B,U,10.0,28.0,040,U,,"Same Model, Same Sess, JHP"
BJUCT,KQ2733,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, FMJ"
BJUCT,KQ2811,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, FMJ"
BJUCT,KQ2850,Primary (Baseline),KQ,ID,VEasy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, JHP"
BJUCT,KQ3015,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BJUCT,KQ3030,Primary (Baseline),KQ,LeanID,Diff,HiRepro,Match,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Model, JHP"
BJUCT,KQ3215,Primary (Baseline),KQ,Excl,VEasy,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BJUCT,KQ3281,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BJUCT,KQ3487,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,040,P,,"Same Model, Same SubSess, JHP"
BJUCT,KQ3542,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BJUCT,KQ3572,Primary (Baseline),KQ,Excl,Easy,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BJUCT,KQ3598,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Model, FMJ"
BJUCT,KQ3639,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BJUCT,KQ3649,Primary (Baseline),KQ,Excl,Easy,ModRepro,NonMatch,KQ,Nonmated,A:C,B,,,9ML,B,,"Diff Model, FMJ, Poor quality"
BJUCT,KQ3755,Primary (Baseline),KQ,Excl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, JHP"
BJUCT,KQ3844,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BJUCT,KQ4037,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ4065,Primary (2nd assignments),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ4065,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ4201,Primary (Baseline),KQ,Excl,VEasy,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Make, JHP"
BJUCT,KQ4298,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,038,P,,"Same Model, Same SubSess, FMJ"
BJUCT,KQ4344,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BJUCT,KQ4401,Primary (Baseline),KQ,NoValue,na,na,Inconclusive,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ4404,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BJUCT,KQ4846,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, FMJ"
BJUCT,KQ4906,Primary (2nd assignments),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, JHP"
BJUCT,KQ4906,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, JHP"
BJUCT,KQ4911,Primary (Baseline),KQ,Insuff,Diff,HiRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BJWRX,KQ1018,Primary (Baseline),KQ,LeanID,Norm,ModRepro,Match,KQ,Mated,A:B,G,20.0,38.0,9ML,G,,"Same Model, Same Sess, JHP"
BJWRX,KQ1341,Primary (Baseline),KQ,LeanExcl,Diff,ModRepro,NonMatch,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, JHP"
BJWRX,KQ1421,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, JHP"
BJWRX,KQ1438,Primary (Baseline),KQ,LeanExcl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, FMJ"
BJWRX,KQ1486,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BJWRX,KQ2180,Primary (Baseline),KQ,Excl,Easy,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BJWRX,KQ2202,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, JHP"
BJWRX,KQ2225,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:C,U,0.0,8.0,038,U,,"Same Model, Same SubSess, FMJ, Poor quality"
BJWRX,KQ2602,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Nonmated,A:B,B,,,040,B,,"Same Model, Diff Sess, JHP"
BJWRX,KQ2814,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BJWRX,KQ2873,Primary (Baseline),KQ,Excl,Norm,LowRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Same Model, Diff Sess, JHP"
BJWRX,KQ2928,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, FMJ"
BJWRX,KQ3012,Primary (Baseline),KQ,Excl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Diff Model, FMJ"
BJWRX,KQ3047,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, JHP"
BJWRX,KQ3418,Primary (Baseline),KQ,ID,Easy,ModRepro,Match,KQ,Mated,A:D,U,0.0,8.0,9ML,U,,"Same Model, Same SubSess, FMJ, Poor quality"
BJWRX,KQ3864,Primary (Baseline),KQ,Insuff,Norm,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Diff Make, FMJ"
BJWRX,KQ4015,Primary (Baseline),KQ,LeanExcl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:C,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BJWRX,KQ4130,Primary (Baseline),KQ,ID,Norm,LowRepro,Match,KQ,Mated,A:A,P,0.0,8.0,040,P,,"Same Model, Same SubSess, JHP"
BJWRX,KQ4274,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, JHP"
BJWRX,KQ4296,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BJWRX,KQ4431,Primary (Baseline),KQ,Excl,VEasy,LowRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Model, FMJ"
BJWRX,KQ4478,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,040,P,,"Same Model, Diff Sess, FMJ"
BJWRX,KQ4509,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BJWRX,KQ4786,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BJWRX,KQ4811,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,50.0,68.0,9ML,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ1043,Primary (Baseline),KQ,ID,VEasy,HiRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, JHP"
BKSJK,KQ1263,Primary (Baseline),KQ,LeanExcl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Diff Model, JHP"
BKSJK,KQ1270,Primary (Baseline),KQ,ID,Diff,LowRepro,Match,KQ,Mated,A:A,P,0.0,8.0,038,P,,"Same Model, Same SubSess, FMJ"
BKSJK,KQ1302,Supplemental,KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ1383,Primary (Baseline),KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BKSJK,KQ1421,Supplemental,KQ,LeanExcl,Diff,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, JHP"
BKSJK,KQ1560,Primary (Baseline),KQ,LeanExcl,Diff,LowRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, FMJ"
BKSJK,KQ1761,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:C,B,,,9ML,B,,"Same Model, Diff Sess, FMJ, Poor quality"
BKSJK,KQ1823,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BKSJK,KQ1876,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Diff Model, JHP"
BKSJK,KQ1991,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BKSJK,KQ2037,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:C,G,,,9ML,G,,"Diff Model, FMJ"
BKSJK,KQ2145,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BKSJK,KQ2172,Primary (Baseline),KQ,LeanExcl,Diff,LowRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BKSJK,KQ2228,Primary (Baseline),KQ,LeanID,Diff,ModRepro,Match,KQ,Mated,A:B,B,0.0,8.0,040,B,,"Same Model, Same SubSess, JHP"
BKSJK,KQ2268,Primary (Baseline),KQ,LeanExcl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:C,G,,,038,G,,"Same Model, Diff Sess, FMJ, Poor quality"
BKSJK,KQ2310,Primary (Baseline),KQ,LeanExcl,VDiff,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BKSJK,KQ2354,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,040,P,,"Diff Make, JHP"
BKSJK,KQ2405,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,038,P,,"Same Model, Same SubSess, FMJ"
BKSJK,KQ2449,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:B,G,20.0,38.0,9ML,G,,"Same Model, Same Sess, JHP"
BKSJK,KQ2602,Supplemental,KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:B,B,,,040,B,,"Same Model, Diff Sess, JHP"
BKSJK,KQ2713,Primary (Baseline),KQ,LeanExcl,VDiff,ModRepro,NonMatch,KQ,Nonmated,A:C,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ2718,Primary (Baseline),KQ,Insuff,VDiff,HiRepro,Inconclusive,KQ,Mated,A:B,G,40.0,58.0,038,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ2948,Primary (Baseline),KQ,LeanExcl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BKSJK,KQ2981,Primary (Baseline),KQ,LeanExcl,VDiff,ModRepro,NonMatch,KQ,Nonmated,A:A,G,,,038,G,,"Diff Make, FMJ"
BKSJK,KQ3154,Primary (Baseline),KQ,LeanExcl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BKSJK,KQ3308,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BKSJK,KQ3563,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BKSJK,KQ3578,Primary (Baseline),KQ,LeanExcl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, JHP"
BKSJK,KQ3653,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ3713,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, FMJ"
BKSJK,KQ3775,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,040,P,,"Same Model, Diff Sess, JHP"
BKSJK,KQ3913,Primary (Baseline),KQ,LeanExcl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, JHP"
BKSJK,KQ4000,Primary (Baseline),KQ,Excl,VEasy,HiRepro,NonMatch,KQ,Nonmated,A:C,G,,,9ML,G,,"Diff Make, FMJ"
BKSJK,KQ4055,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BKSJK,KQ4227,Primary (Baseline),KQ,LeanExcl,Diff,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Model, JHP"
BKSJK,KQ4230,Supplemental,KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ4244,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:C,U,,,9ML,U,,"Diff Model, FMJ, Poor quality"
BKSJK,KQ4343,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, FMJ"
BKSJK,KQ4345,Primary (Baseline),KQ,LeanID,Diff,LowRepro,Match,KQ,Mated,A:A,P,40.0,58.0,038,P,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ4463,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BKSJK,KQ4480,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, JHP"
BKSJK,KQ4483,Primary (Baseline),KQ,LeanExcl,VDiff,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, JHP"
BKSJK,KQ4493,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:B,P,,,040,P,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ4530,Supplemental,KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:C,B,,,9ML,B,,"Same Model, Diff Sess, FMJ, Poor quality"
BKSJK,KQ4615,Primary (Baseline),KQ,LeanID,Diff,ModRepro,Match,KQ,Mated,A:C,U,0.0,8.0,040,U,,"Same Model, Same SubSess, JHP"
BKSJK,KQ4642,Supplemental,KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ4667,Primary (Baseline),KQ,LeanID,VDiff,LowRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, FMJ"
BKSJK,KQ4729,Primary (Baseline),KQ,LeanExcl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Diff Make, JHP"
BKSJK,KQ4856,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BKSJK,KQ4858,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BKSJK,KQ4896,Supplemental,KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, JHP"
BLTYH,KQ1517,Primary (Baseline),KQ,LeanExcl,Norm,ModRepro,NonMatch,KQ,Nonmated,A:C,G,,,038,G,,"Diff Model, FMJ"
BLTYH,KQ1590,Supplemental,KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BLTYH,KQ1833,Primary (Baseline),KQ,Excl,VEasy,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Make, FMJ"
BLTYH,KQ2048,Primary (Baseline),KQ,Insuff,Easy,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BLTYH,KQ2138,Supplemental,KQ,LeanID,Diff,LowRepro,Match,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BLTYH,KQ2190,Supplemental,KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BLTYH,KQ2397,Supplemental,KQ,ID,Diff,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, FMJ"
BLTYH,KQ2407,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BLTYH,KQ2483,Primary (Baseline),KQ,Excl,Easy,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,040,G,,"Diff Make, JHP"
BLTYH,KQ3477,Primary (Baseline),KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BLTYH,KQ3859,Primary (Baseline),KQ,LeanExcl,Diff,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BLTYH,KQ4156,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, JHP"
BLTYH,KQ4238,Supplemental,KQ,Insuff,Diff,HiRepro,Inconclusive,KQ,Nonmated,A:C,G,,,9ML,G,,"Diff Model, FMJ, Poor quality"
BLTYH,KQ4570,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,038,P,,"Same Model, Same SubSess, JHP"
BLTYH,KQ4699,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:B,B,,,040,B,,"Same Model, Diff Sess, FMJ"
BLUSP,KQ1014,Primary (Baseline),KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BLUSP,KQ1082,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, JHP"
BLUSP,KQ2316,Primary (Baseline),KQ,ID,Easy,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BLUSP,KQ2366,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BLUSP,KQ2385,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BLUSP,KQ2623,Primary (Baseline),KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Diff Make, FMJ"
BLUSP,KQ3326,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, JHP"
BLUSP,KQ3868,Primary (Baseline),KQ,Insuff,VDiff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, JHP"
BLUSP,KQ4090,Primary (Baseline),KQ,ID,VDiff,ModRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, FMJ"
BLUSP,KQ4533,Primary (Baseline),KQ,Insuff,Diff,HiRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BLVYW,KQ1443,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Diff Model, JHP"
BLVYW,KQ1728,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BLVYW,KQ1755,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BLVYW,KQ1868,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Mated,A:C,B,0.0,8.0,038,B,,"Same Model, Same SubSess, FMJ, Poor quality"
BLVYW,KQ1889,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Make, FMJ"
BLVYW,KQ2076,Primary (Baseline),KQ,Excl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BLVYW,KQ2239,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
