name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,customerFavourite,marketingLabel,bottomBadges,upperLeftBadge,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,videoId,channelMessage,ppShotType,product_url,date_scraped,search_term
"Rachael Ray Cook + Create 10.5"" Non-Stick Stir Fry Pan",ppr5008350781,4.625,80.0,44.99,44.99,65.0,65.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 10.5 Inch Stir Fry Pan(s)', 'Features: Oven Safe, Even Heating, Non-Stick, Heat Resistant Handle, Stain Resistant', 'Cooktop Compatibility: Ceramic, Induction, Electric, Glass, Gas', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Nylon, Wood, Silicone']",30.0,30.0,SALE,False,False,78257040018,USD,rachael ray,"[{'colorName': 'Red', 'swatchImageId': 'DP0927202411310538S.tif', 'colorizedImageId': 'DP0927202411310436M.tif', 'colorSeqNum': 1, 'skuId': '78257020018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0927202411311048M.tif', 'colorSeq': 0}, {'imgId': 'DP0927202411310945M.tif', 'colorSeq': 1}, {'imgId': 'DP0927202411310843M.tif', 'colorSeq': 2}]}, {'colorName': 'Gray', 'swatchImageId': 'DP0927202411311352S.tif', 'colorizedImageId': 'DP0927202411311251M.tif', 'colorSeqNum': 2, 'skuId': '78257030018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0927202411311861M.tif', 'colorSeq': 0}, {'imgId': 'DP0927202411311759M.tif', 'colorSeq': 1}, {'imgId': 'DP0927202411311658M.tif', 'colorSeq': 2}]}, {'colorName': 'Agave Blue', 'swatchImageId': 'DP0927202411312166S.tif', 'colorizedImageId': 'DP0927202411312064M.tif', 'colorSeqNum': 3, 'skuId': '78257040018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0927202411312673M.tif', 'colorSeq': 0}, {'imgId': 'DP0927202411312572M.tif', 'colorSeq': 1}, {'imgId': 'DP0927202411312470M.tif', 'colorSeq': 2}]}]",/p/rachael-ray-cook-create-105-non-stick-stir-fry-pan/ppr5008350781?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-04-11T22:03:26,DP0927202411310436M.tif,DP0927202411311048M.tif,7825704H_V_VA_AGAVEBLUE,,,https://www.jcpenney.com/p/rachael-ray-cook-create-105-non-stick-stir-fry-pan/ppr5008350781?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Brentwood Aluminum Non-Stick 11"" Frying Pan""",ppr5007312961,,,24.99,24.99,34.0,34.0,SALE,False,False,False,,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Features: Dishwasher Safe, Lead Free', 'Recommended Utensil Material: Wood, Silicone', 'Care: Dishwasher Safe', 'Material: Aluminum', 'Country of Origin: Imported']",0.0,0.0,SALE,False,False,78227770018,USD,more brands,"[{'colorName': 'Gray', 'swatchImageId': 'DP0803201717333734S.jpg', 'colorizedImageId': 'DP0727201717383968M.tif', 'colorSeqNum': 1, 'skuId': '78227770018', 'defaultSwatch': False}]",/p/brentwood-aluminum-non-stick-11-frying-pan/ppr5007312961?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,22.49,22.49,SALEFORU,False,False,2017-07-28T00:00:00,DP0727201717383968M.tif,,,available online only,,https://www.jcpenney.com/p/brentwood-aluminum-non-stick-11-frying-pan/ppr5007312961?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Hell's Kitchen Hybrid Tri-Ply Stainless Steel 7.5-qt. Stockpot,ppr5008474627,,,179.99,179.99,200.0,200.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 7.5 Qt. Stock Pot(s) With Lid(s)', 'Features: Tri-Ply, Oven Safe, Scratch Resistant, Induction Safe, Shatter Resistant Lid, Ceramic Coating, Dishwasher Safe, Ergonomic Handle, Ptfe Free, Lead Free, Metal Utensil Safe, Even Heating, Non-Stick, Pfoa Free', 'Cooktop Compatibility: Electric, Ceramic, Induction, Gas, Glass', 'Manufacturer Warranty: Lifetime Limited']",10.0,10.0,SALE,False,False,78206070018,USD,hell's kitchen,"[{'colorName': 'Stainless Steel', 'swatchImageId': 'DP1003202411151903S.tif', 'colorizedImageId': 'DP1003202411151801M.tif', 'colorSeqNum': 1, 'skuId': '78206070018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1003202411152106M.tif', 'colorSeq': 0}, {'imgId': 'DP1003202411152005M.tif', 'colorSeq': 1}, {'imgId': 'DP1003202411151700M.tif', 'colorSeq': 2}]}]",/p/hells-kitchen-hybrid-tri-ply-stainless-steel-75-qt-stockpot/ppr5008474627?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-10-28T07:21:49,DP1003202411151801M.tif,DP1003202411152106M.tif,,,,https://www.jcpenney.com/p/hells-kitchen-hybrid-tri-ply-stainless-steel-75-qt-stockpot/ppr5008474627?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Ouro Gold Stainless Steel 10"" Skillet with Lid",ppr5008379929,5.0,3.0,129.99,129.99,174.0,174.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 10 Inch Skillet(s) With Lid(s)', 'Features: Oven Safe', 'Cooktop Compatibility: Electric, Gas, Induction, Ceramic, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Silicone, Wood, Nylon']",25.0,25.0,SALE,False,False,78258760018,USD,berghoff,"[{'colorName': 'Silver', 'swatchImageId': 'DP0726202313090375S.tif', 'colorizedImageId': 'DP0726202313090272M.tif', 'colorSeqNum': 1, 'skuId': '78258760018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0726202313090582M.tif', 'colorSeq': 0}, {'imgId': 'DP0726202313090479M.tif', 'colorSeq': 1}, {'imgId': 'DP0726202313090169M.tif', 'colorSeq': 2}]}]",/p/berghoff-ouro-gold-stainless-steel-10-skillet-with-lid/ppr5008379929?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-07-26T22:03:56,DP0726202313090272M.tif,DP0726202313090582M.tif,,,,https://www.jcpenney.com/p/berghoff-ouro-gold-stainless-steel-10-skillet-with-lid/ppr5008379929?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Oster 14 Inch Steel Non-Stick Wok,ppr5008218462,,,57.99,57.99,78.0,78.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 14 Inch Wok(s)', 'Features: Non-Stick, Heat Resistant Handle', 'Cooktop Compatibility: Gas, Induction, Electric', 'Recommended Utensil Material: Silicone, Nylon, Wood', 'Care: Hand Wash']",0.0,0.0,SALE,False,False,78249730018,USD,oster,"[{'colorName': 'Black', 'swatchImageId': 'DP0218202211010506S.tif', 'colorizedImageId': 'DP0218202211010503M.tif', 'colorSeqNum': 1, 'skuId': '78249730018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0218202211010495M.tif', 'colorSeq': 0}, {'imgId': 'DP0218202211010499M.tif', 'colorSeq': 1}, {'imgId': 'DP0218202211010491M.tif', 'colorSeq': 2}]}]",/p/oster-14-inch-steel-non-stick-wok/ppr5008218462?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,52.19,52.19,SALEFORU,False,False,2022-02-18T22:34:38,DP0218202211010503M.tif,DP0218202211010495M.tif,,available online only,,https://www.jcpenney.com/p/oster-14-inch-steel-non-stick-wok/ppr5008218462?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Leo Glints 12.5"" Non-Stick Frying Pan",ppr5008502992,5.0,2.0,69.99,69.99,100.0,100.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 12.5 Inch Fry Pan(s)', 'Features: Ceramic Coating, Even Heating, Pfoa Free, Ptfe Free, Induction Safe, Ergonomic Handle, Non-Stick', 'Cooktop Compatibility: Glass, Induction, Ceramic, Gas, Electric', 'Manufacturer Warranty: 1 Year Limited', 'Recommended Utensil Material: Wood, Silicone, Nylon']",30.0,30.0,SALE,False,False,78239050026,USD,berghoff,"[{'colorName': 'Spirit', 'swatchImageId': 'DP1007202409113227S.tif', 'colorizedImageId': 'DP1007202409113023M.tif', 'colorSeqNum': 1, 'skuId': '78239050026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1007202409113939M.tif', 'colorSeq': 0}, {'imgId': 'DP1007202409113837M.tif', 'colorSeq': 1}, {'imgId': 'DP1007202409113735M.tif', 'colorSeq': 2}]}]",/p/berghoff-leo-glints-125-non-stick-frying-pan/ppr5008502992?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-12-09T15:20:30,DP1007202409113023M.tif,DP1007202409113939M.tif,,available online only,,https://www.jcpenney.com/p/berghoff-leo-glints-125-non-stick-frying-pan/ppr5008502992?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Design Imports Stainless Steel 12.5"" Pan Lid",ppr5008480083,,,24.99,24.99,34.0,34.0,SALE,False,False,False,,,,False,original,False,True,"['Cooktop Compatibility: Gas, Electric', 'Recommended Utensil Material: Silicone', 'Shape: Round', 'Care: Dishwasher Safe', 'Decor Styles: Modern']",0.0,0.0,SALE,False,False,78216000034,USD,rsvp international,"[{'colorName': 'Silver', 'swatchImageId': 'DP0906202407304509S.tif', 'colorizedImageId': 'DP0906202407304407M.tif', 'colorSeqNum': 1, 'skuId': '78216000034', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0906202407304814M.tif', 'colorSeq': 0}, {'imgId': 'DP0906202407304712M.tif', 'colorSeq': 1}, {'imgId': 'DP0906202407304611M.tif', 'colorSeq': 2}]}]",/p/design-imports-stainless-steel-125-pan-lid/ppr5008480083?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,22.49,22.49,SALEFORU,False,False,2024-09-12T13:03:15,DP0906202407304407M.tif,DP0906202407304814M.tif,,available online only,,https://www.jcpenney.com/p/design-imports-stainless-steel-125-pan-lid/ppr5008480083?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Balance Ceramic 10"" Non-Stick Omelet Pan",ppr5008486347,4.8,10.0,58.0,64.99,58.0,100.0,ORIGINAL,False,False,False,,,,False,original,False,True,"['Included: 1 10 Inch Omelette Pan(s)', 'Features: Non-Stick, Ceramic Coating, Ptfe Free, Even Heating, Pfoa Free, Ergonomic Handle, Induction Safe', 'Cooktop Compatibility: Electric, Gas, Induction, Ceramic, Glass', 'Manufacturer Warranty: 1 Year Limited', 'Recommended Utensil Material: Silicone, Nylon, Wood']",0.0,35.0,ORIGINAL,False,False,78231020018,USD,berghoff,"[{'colorName': 'Moonmist', 'swatchImageId': 'DP1008202407310276S.tif', 'colorizedImageId': 'DP1008202407310988M.tif', 'colorSeqNum': 1, 'skuId': '78231020018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1008202407311089M.tif', 'colorSeq': 1}, {'imgId': 'DP1008202407310784M.tif', 'colorSeq': 2}, {'imgId': 'DP1008202407310683M.tif', 'colorSeq': 3}]}, {'colorName': 'Sage', 'swatchImageId': 'DP1008202407311191S.tif', 'colorizedImageId': 'DP1008202407312208M.tif', 'colorSeqNum': 2, 'skuId': '78231070026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1008202407312005M.tif', 'colorSeq': 1}, {'imgId': 'DP1008202407311496M.tif', 'colorSeq': 2}, {'imgId': 'DP1008202407312106M.tif', 'colorSeq': 3}]}]",/p/berghoff-balance-ceramic-10-non-stick-omelet-pan/ppr5008486347?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-10-08T22:04:17,DP1008202407310988M.tif,DP1008202407311089M.tif,,available online only,,https://www.jcpenney.com/p/berghoff-balance-ceramic-10-non-stick-omelet-pan/ppr5008486347?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Circulon Steelshield Stainless Steel 3.5-qt. Chef Pan with Lid,ppr5008350880,4.3789,95.0,84.99,84.99,145.0,145.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 3.5 Qt. Saucepan(s) With Lid(s)', 'Features: Metal Utensil Safe, Even Heating, Induction Safe, Dishwasher Safe, Heat Resistant Handle', 'Cooktop Compatibility: Ceramic, Glass, Induction, Electric, Gas', 'Manufacturer Warranty: Lifetime Limited']",41.0,41.0,SALE,False,False,78257240018,USD,circulon,"[{'colorName': 'Stainless Steel', 'swatchImageId': 'DP0411202307430223S.tif', 'colorizedImageId': 'DP0411202307430119M.tif', 'colorSeqNum': 1, 'skuId': '78257240018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0525202307142650M.tif', 'colorSeq': 0}, {'imgId': 'DP0525202307142443M.tif', 'colorSeq': 2}, {'imgId': 'DP0525202307142339M.tif', 'colorSeq': 3}]}]",/p/circulon-steelshield-stainless-steel-35-qt-chef-pan-with-lid/ppr5008350880?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-04-11T22:03:31,DP0411202307430119M.tif,DP0525202307142650M.tif,,,,https://www.jcpenney.com/p/circulon-steelshield-stainless-steel-35-qt-chef-pan-with-lid/ppr5008350880?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Joyce Chen Carbon Steel 12"" Non-Stick Stir Fry Pan",ppr5008353243,,,64.99,64.99,110.0,110.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 14 Inch Wok(s), 1 12 Inch Wok(s)', 'Features: Non-Stick', 'Cooktop Compatibility: Electric, Gas, Ceramic, Induction, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Wood']",41.0,41.0,SALE,False,False,78257480018,USD,joyce chen,"[{'colorName': 'Black', 'swatchImageId': 'DP0419202311215273S.tif', 'colorizedImageId': 'DP0419202311215066M.tif', 'colorSeqNum': 1, 'skuId': '78257480018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0419202311215170M.tif', 'colorSeq': 0}, {'imgId': 'DP0419202311215377M.tif', 'colorSeq': 1}, {'imgId': 'DP0419202311214963M.tif', 'colorSeq': 2}]}]",/p/joyce-chen-carbon-steel-12-non-stick-stir-fry-pan/ppr5008353243?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-04-25T11:03:57,DP0419202311215066M.tif,DP0419202311215170M.tif,,,,https://www.jcpenney.com/p/joyce-chen-carbon-steel-12-non-stick-stir-fry-pan/ppr5008353243?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Farberware Vibrance 2.75-qt. Saute Pan,ppr5008590352,4.6761,71.0,29.99,29.99,50.0,50.0,SALE,False,False,False,,,,False,original,False,True,"['Features: Even Heating', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Silicone', 'Shape: Round', 'Maximum Temp (f): 500 Degrees F']",40.0,40.0,SALE,False,False,78210600026,USD,farberware,"[{'colorName': 'Blue', 'swatchImageId': 'DP0901202515123888S.tif', 'colorizedImageId': 'DP0901202515123783M.tif', 'colorSeqNum': 1, 'skuId': '78210600026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0901202515124826M.tif', 'colorSeq': 0}, {'imgId': 'DP0901202515124721M.tif', 'colorSeq': 1}, {'imgId': 'DP0901202515124617M.tif', 'colorSeq': 2}]}]",/p/farberware-vibrance-275-qt-saute-pan/ppr5008590352?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2025-09-01T22:05:32,DP0901202515123783M.tif,DP0901202515124826M.tif,,available online only,,https://www.jcpenney.com/p/farberware-vibrance-275-qt-saute-pan/ppr5008590352?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Essential Hard Anodized Ano 8"" Fry Pan",ppr5008487120,5.0,2.0,29.99,29.99,50.0,50.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 8 Inch Fry Pan(s)', 'Features: Oven Safe, Hard Anodized, Pfoa Free, Non-Stick, Induction Safe, Even Heating, Ergonomic Handle', 'Cooktop Compatibility: Electric, Gas, Ceramic, Induction, Glass', 'Manufacturer Warranty: 1 Year Limited', 'Recommended Utensil Material: Silicone, Nylon, Wood']",40.0,40.0,SALE,False,False,78240680018,USD,berghoff,"[{'colorName': 'Black', 'swatchImageId': 'DP1007202409134358S.tif', 'colorizedImageId': 'DP1007202409134257M.tif', 'colorSeqNum': 1, 'skuId': '78240680018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1007202409134663M.tif', 'colorSeq': 0}, {'imgId': 'DP1007202409134866M.tif', 'colorSeq': 1}, {'imgId': 'DP1007202409135071M.tif', 'colorSeq': 2}]}]",/p/berghoff-essential-hard-anodized-ano-8-fry-pan/ppr5008487120?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-10-07T22:01:53,DP1007202409134257M.tif,DP1007202409134663M.tif,,available online only,,https://www.jcpenney.com/p/berghoff-essential-hard-anodized-ano-8-fry-pan/ppr5008487120?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
IMUSA Premier Ceramic 9-qt. Caldero Pan,ppr5008624868,,,46.99,46.99,80.0,80.0,SALE,False,False,False,,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",False,original,False,True,"['Included: 1 9 Qt. Dutch Oven(s) With Lid(s)', 'Features: Ceramic Coating', 'Cooktop Compatibility: Gas', 'Manufacturer Warranty: 90 Days Limited', 'Recommended Utensil Material: Nylon']",0.0,0.0,SALE,False,False,78219160026,USD,imusa,"[{'colorName': 'Black', 'swatchImageId': 'DP1029202507454802S.tif', 'colorizedImageId': 'DP1029202507454697M.tif', 'colorSeqNum': 1, 'skuId': '78219160026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1029202507455221M.tif', 'colorSeq': 0}, {'imgId': 'DP1029202507455011M.tif', 'colorSeq': 1}, {'imgId': 'DP1029202507454592M.tif', 'colorSeq': 2}]}]",/p/imusa-premier-ceramic-9-qt-caldero-pan/ppr5008624868?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,42.29,42.29,SALEFORU,False,False,2025-10-29T22:03:51,DP1029202507454697M.tif,DP1029202507455221M.tif,,available online only,,https://www.jcpenney.com/p/imusa-premier-ceramic-9-qt-caldero-pan/ppr5008624868?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Ouro Stainless Steel 9.5"" Dutch Oven",ppr5008149462,5.0,3.0,109.99,109.99,168.0,168.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Features: Lead Free', 'Cooktop Compatibility: Induction, Ceramic, Electric, Gas, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Wood, Nylon, Silicone']",34.0,34.0,SALE,False,False,78216840018,USD,berghoff,"[{'colorName': 'Silver', 'swatchImageId': 'DP0714202307095580S.tif', 'colorizedImageId': 'DP0714202307095476M.tif', 'colorSeqNum': 1, 'skuId': '78216840018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0714202307095889M.tif', 'colorSeq': 0}, {'imgId': 'DP0714202307095786M.tif', 'colorSeq': 1}, {'imgId': 'DP0714202307095683M.tif', 'colorSeq': 2}]}]",/p/berghoff-ouro-stainless-steel-95-dutch-oven/ppr5008149462?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2021-12-17T15:03:40,DP0714202307095476M.tif,DP0714202307095889M.tif,,available online only,,https://www.jcpenney.com/p/berghoff-ouro-stainless-steel-95-dutch-oven/ppr5008149462?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Farberware Disney Bon Voyage Ceramic 11"" Frying Pan",ppr5008466483,4.7391,23.0,32.99,32.99,40.0,40.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 11 Inch Fry Pan(s)', 'Features: Non-Stick, Oven Safe, Heat Resistant Handle, Dishwasher Safe, Even Heating, Ceramic Coating', 'Cooktop Compatibility: Gas, Glass, Ceramic, Electric', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Nylon, Wood, Silicone']",17.0,17.0,SALE,False,False,78265480018,USD,farberware,"[{'colorName': 'Red', 'swatchImageId': 'DP0725202409134023S.tif', 'colorizedImageId': 'DP0725202409133717M.tif', 'colorSeqNum': 1, 'skuId': '78265480018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0725202409133819M.tif', 'colorSeq': 0}, {'imgId': 'DP0725202409133615M.tif', 'colorSeq': 1}, {'imgId': 'DP0725202409134431M.tif', 'colorSeq': 2}]}, {'colorName': 'Blue', 'swatchImageId': 'DP0725202409134940S.tif', 'colorizedImageId': 'DP0725202409134635M.tif', 'colorSeqNum': 2, 'skuId': '78265490018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0725202409134737M.tif', 'colorSeq': 0}, {'imgId': 'DP0725202409134533M.tif', 'colorSeq': 1}, {'imgId': 'DP0725202409135347M.tif', 'colorSeq': 2}]}]",/p/farberware-disney-bon-voyage-ceramic-11-frying-pan/ppr5008466483?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-07-25T22:03:47,DP0725202409133717M.tif,DP0725202409133819M.tif,,,,https://www.jcpenney.com/p/farberware-disney-bon-voyage-ceramic-11-frying-pan/ppr5008466483?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Stone Ouro Stainless Steel 8"" Frying Pan",ppr5008218488,5.0,3.0,49.99,49.99,74.0,74.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 8 Inch Fry Pan(s)', 'Features: Lead Free', 'Cooktop Compatibility: Electric, Induction, Glass, Ceramic, Gas', 'Manufacturer Warranty: 5 Year Limited', 'Recommended Utensil Material: Wood, Silicone, Nylon']",32.0,32.0,SALE,False,False,78249960018,USD,berghoff,"[{'colorName': 'Silver', 'swatchImageId': 'DP0521202315031961S.tif', 'colorizedImageId': 'DP0521202315031857M.tif', 'colorSeqNum': 1, 'skuId': '78249960018', 'defaultSwatch': False}]",/p/berghoff-stone-ouro-stainless-steel-8-frying-pan/ppr5008218488?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-06-12T11:02:52,DP0521202315031857M.tif,,,available online only,,https://www.jcpenney.com/p/berghoff-stone-ouro-stainless-steel-8-frying-pan/ppr5008218488?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
KitchenAid Hard Anodized 2-qt. Non-Stick Sauce Pan,ppr5008171135,4.7091,55.0,59.99,59.99,92.0,92.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 2 Qt. Stock Pot(s) With Lid(s)', 'Features: Non-Stick, Oven Safe, Hard Anodized, Dishwasher Safe, Stain Resistant, Heat Resistant Handle', 'Cooktop Compatibility: Ceramic', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Silicone, Nylon, Wood']",34.0,34.0,SALE,False,False,78242690067,USD,kitchenaid,"[{'colorName': 'Black', 'swatchImageId': 'DP0915202307060971S.tif', 'colorizedImageId': 'DP0914202307092176M.tif', 'colorSeqNum': 1, 'skuId': '78242690067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0914202307092587M.tif', 'colorSeq': 0}, {'imgId': 'DP0914202307092484M.tif', 'colorSeq': 1}, {'imgId': 'DP0914202307092382M.tif', 'colorSeq': 2}]}]",/p/kitchenaid-hard-anodized-2-qt-non-stick-sauce-pan/ppr5008171135?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2022-04-22T15:05:12,DP0914202307092176M.tif,DP0914202307092587M.tif,,,,https://www.jcpenney.com/p/kitchenaid-hard-anodized-2-qt-non-stick-sauce-pan/ppr5008171135?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"BergHOFF Ouro Cast Iron 10"" Frying Pan",ppr5008218484,5.0,2.0,69.99,69.99,80.0,80.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 10 Inch Fry Pan(s)', 'Features: Lead Free', 'Cooktop Compatibility: Ceramic, Glass, Gas, Electric, Induction', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Nylon, Wood, Silicone']",12.0,12.0,SALE,False,False,78249920018,USD,berghoff,"[{'colorName': 'White', 'swatchImageId': 'DP0521202315031339S.tif', 'colorizedImageId': 'DP0521202315031131M.tif', 'colorSeqNum': 1, 'skuId': '78249920018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0521202315031235M.tif', 'colorSeq': 0}]}]",/p/berghoff-ouro-cast-iron-10-frying-pan/ppr5008218484?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-06-12T11:02:52,DP0521202315031131M.tif,DP0521202315031235M.tif,,available online only,,https://www.jcpenney.com/p/berghoff-ouro-cast-iron-10-frying-pan/ppr5008218484?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
