name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,customerFavourite,marketingLabel,upperLeftBadge,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,bottomBadges,videoId,channelMessage,promotionMessages,ppShotType,product_url,date_scraped,search_term
Haggar Slub Windowpane Mens Plaid Stretch Fabric Slim Fit Sport Coat,ppr5008437017,5.0,2.0,179.99,179.99,220.0,220.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Features: Stretch Fabric', 'Closure Type: Button', 'Fit: Slim Fit', 'Pocket Types: 1 Chest Slip Pocket(s), 2 Front Flap Pocket(s), 1 Inside Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,55305210018,USD,haggar,"[{'colorName': 'Indigo', 'swatchImageId': 'DP0313202411073804S.tif', 'colorizedImageId': 'DP0313202411073701M.tif', 'colorSeqNum': 1, 'skuId': '55305210018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0313202411073495M.tif', 'colorSeq': 0}, {'imgId': 'DP0313202411074320M.tif', 'colorSeq': 1}, {'imgId': 'DP0313202411074216M.tif', 'colorSeq': 2}]}]",/p/haggar-slub-windowpane-mens-plaid-stretch-fabric-slim-fit-sport-coat/ppr5008437017?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,553,True,125.99,125.99,YULETIDE,False,False,2024-03-13T22:04:14,DP0313202411073701M.tif,DP0313202411073495M.tif,,,,,,https://www.jcpenney.com/p/haggar-slub-windowpane-mens-plaid-stretch-fabric-slim-fit-sport-coat/ppr5008437017?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Hallstatt® Mens Midweight Shirt Jacket,ppr5008614065,,,75.0,75.0,75.0,75.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Features: Lined', 'Closure Type: Snap', 'Fit: Regular Fit', 'Neckline: Collar Neck', 'Pocket Types: 2 Chest Flap Pockets(s)']",0.0,0.0,ORIGINAL,False,False,54532350075,USD,hallstatt,"[{'colorName': 'Twill', 'swatchImageId': 'DP1001202507100737S.tif', 'colorizedImageId': 'DP1001202507100528M.tif', 'colorSeqNum': 1, 'skuId': '54532380075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1001202507100319M.tif', 'colorSeq': 0}, {'imgId': 'DP1001202507100633M.tif', 'colorSeq': 1}, {'imgId': 'DP1001202507100423M.tif', 'colorSeq': 2}]}, {'colorName': 'Olive Night', 'swatchImageId': 'DP1001202507094752S.tif', 'colorizedImageId': 'DP1001202507094543M.tif', 'colorSeqNum': 2, 'skuId': '54532350075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1001202507094335M.tif', 'colorSeq': 0}, {'imgId': 'DP1001202507094648M.tif', 'colorSeq': 1}, {'imgId': 'DP1001202507094438M.tif', 'colorSeq': 2}]}, {'colorName': 'Tap Shoe', 'swatchImageId': 'DP1001202507110276S.tif', 'colorizedImageId': 'DP1001202507110067M.tif', 'colorSeqNum': 3, 'skuId': '54532470075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1001202507105859M.tif', 'colorSeq': 0}, {'imgId': 'DP1001202507110172M.tif', 'colorSeq': 1}, {'imgId': 'DP1001202507105963M.tif', 'colorSeq': 2}]}, {'colorName': 'Brown', 'swatchImageId': 'DP1001202507093290S.tif', 'colorizedImageId': 'DP1001202507093082M.tif', 'colorSeqNum': 4, 'skuId': '54532330075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1001202507092873M.tif', 'colorSeq': 0}, {'imgId': 'DP1001202507093186M.tif', 'colorSeq': 1}, {'imgId': 'DP1001202507092978M.tif', 'colorSeq': 2}]}]",/p/hallstatt-mens-midweight-shirt-jacket/ppr5008614065?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,545,True,52.5,52.5,YULETIDE,False,False,2025-10-01T22:03:20,DP1001202507100528M.tif,DP1001202507100319M.tif,,,available online only,,,https://www.jcpenney.com/p/hallstatt-mens-midweight-shirt-jacket/ppr5008614065?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Haggar JMH Tailored Mini Dobby Mens Stretch Fabric Modern Fit Sport Coat,ppr5008437016,5.0,15.0,179.99,179.99,220.0,220.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Features: Stretch Fabric', 'Closure Type: Button', 'Fit: Modern Fit', 'Pocket Types: 2 Front Flap Pocket(s), 1 Chest Slip Pocket(s), 1 Inside Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,55305200026,USD,haggar,"[{'colorName': 'Silver', 'swatchImageId': 'DP0313202411072775S.tif', 'colorizedImageId': 'DP0313202411072672M.tif', 'colorSeqNum': 1, 'skuId': '55305200026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0313202411072465M.tif', 'colorSeq': 0}, {'imgId': 'DP0313202411073290M.tif', 'colorSeq': 1}, {'imgId': 'DP0313202411073186M.tif', 'colorSeq': 2}]}, {'colorName': 'Mocha', 'swatchImageId': 'DP0313202411071745S.tif', 'colorizedImageId': 'DP0313202411071642M.tif', 'colorSeqNum': 2, 'skuId': '55305190018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0313202411071435M.tif', 'colorSeq': 0}, {'imgId': 'DP0313202411072260M.tif', 'colorSeq': 1}, {'imgId': 'DP0313202411072157M.tif', 'colorSeq': 2}]}]",/p/haggar-jmh-tailored-mini-dobby-mens-stretch-fabric-modern-fit-sport-coat/ppr5008437016?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,553,True,125.99,125.99,YULETIDE,False,False,2024-03-18T05:52:40,DP0313202411072672M.tif,DP0313202411072465M.tif,,,available online only,,,https://www.jcpenney.com/p/haggar-jmh-tailored-mini-dobby-mens-stretch-fabric-modern-fit-sport-coat/ppr5008437016?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
North Pole Trading Co. 18in Glamour Green Coat Christmas Santa Figurine,ppr5008502298,5.0,1.0,19.99,19.99,60.0,60.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Use: Indoor', 'Measurements: 7 Depth/Inches, 18 Height/Inches, 12 Width/Inches', 'Weight (lb.): 2 Lb', 'Assembly: Assembled', 'Base Material: 70% Polyester, 15% Porcelain, 15% Plastic']",0.0,0.0,SALE,False,False,04502780018,USD,north pole trading co,"[{'colorName': 'Green', 'swatchImageId': 'DP0509202509005782S.tif', 'colorizedImageId': 'DP0509202509005678M.tif', 'colorSeqNum': 1, 'skuId': '04502780018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0509202509005573M.tif', 'colorSeq': 0}]}]",/p/north-pole-trading-co-18in-glamour-green-coat-christmas-santa-figurine/ppr5008502298?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,045,True,17.99,17.99,YULETIDE,False,False,2025-08-12T09:36:33,DP0509202509005678M.tif,DP0509202509005573M.tif,,,,,,https://www.jcpenney.com/p/north-pole-trading-co-18in-glamour-green-coat-christmas-santa-figurine/ppr5008502298?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Barco One Bow883 Amplify 3-Pocket Stand-Up Collar Warm-Up Mens Big and Tall Moisture Wicking Scrub Jackets,ppr5008449788,5.0,3.0,48.99,48.99,48.99,48.99,ORIGINAL,False,False,False,BEST VALUE!,,False,original,False,True,"['Features: Moisture Wicking', 'Closure Type: Zipper', 'Fit: Loose Fit', 'Industry: Health Care', 'Neckline: Mock Neck']",0.0,0.0,ORIGINAL,False,False,54307170133,USD,barco one,"[{'colorName': 'Black', 'swatchImageId': 'DP0502202411022918S.tif', 'colorizedImageId': 'DP0502202411022816M.tif', 'colorSeqNum': 1, 'skuId': '54307170133', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0502202411022714M.tif', 'colorSeq': 0}, {'imgId': 'DP0515202415042996M.tif', 'colorSeq': 1}]}, {'colorName': 'Indigo', 'swatchImageId': 'DP0502202411023224S.tif', 'colorizedImageId': 'DP0502202411023121M.tif', 'colorSeqNum': 2, 'skuId': '54307180109', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0502202411023020M.tif', 'colorSeq': 0}, {'imgId': 'DP0515202415043097M.tif', 'colorSeq': 1}]}]",/p/barco-one-bow883-amplify-3-pocket-stand-up-collar-warm-up-mens-big-and-tall-moisture-wicking-scrub-jackets/ppr5008449788?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,543,True,,,,False,False,2024-06-13T17:05:33,DP0502202411022816M.tif,DP0502202411022714M.tif,,5430716A_V_VA_MULTI,available online only,,,https://www.jcpenney.com/p/barco-one-bow883-amplify-3-pocket-stand-up-collar-warm-up-mens-big-and-tall-moisture-wicking-scrub-jackets/ppr5008449788?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Levi's® Mens Midweight Shirt Jacket,ppr5008539657,,,96.0,96.0,160.0,160.0,SALE,False,False,False,,,False,original,False,True,"['Features: Interior Pockets, Wind Resistant, Full Zip', 'Closure Type: Snap, Zipper', 'Fit: Regular Fit', 'Pocket Types: 2 Chest Snap Pocket(s), 2 Front Slip Pocket(s), 1 Inside Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",40.0,40.0,SALE,False,False,51810580075,USD,levi's,"[{'colorName': 'Saddle', 'swatchImageId': 'DP0502202513004360S.tif', 'colorizedImageId': 'DP0502202513004256M.tif', 'colorSeqNum': 1, 'skuId': '51810580075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0502202513004568M.tif', 'colorSeq': 0}, {'imgId': 'DP0502202513004464M.tif', 'colorSeq': 1}, {'imgId': 'DP0502202513004671M.tif', 'colorSeq': 2}]}]",/p/levis-mens-midweight-shirt-jacket/ppr5008539657?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,,,,False,False,2025-06-04T11:03:45,DP0502202513004256M.tif,DP0502202513004568M.tif,,,available online only,,,https://www.jcpenney.com/p/levis-mens-midweight-shirt-jacket/ppr5008539657?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Lee Mens Hooded Lightweight Varsity Jacket,ppr5008523005,,,59.0,59.0,59.0,59.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Features: Hooded', 'Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: Hooded Neck', 'Pocket Types: 2 Front Zip Pocket(s)']",0.0,0.0,ORIGINAL,False,False,51820070265,USD,lee,"[{'colorName': 'Black', 'swatchImageId': 'DP0313202517022470S.tif', 'colorizedImageId': 'DP0313202517022367M.tif', 'colorSeqNum': 1, 'skuId': '51820070067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0313202517022264M.tif', 'colorSeq': 0}]}, {'colorName': 'Red', 'swatchImageId': 'DP0315202515015517S.tif', 'colorizedImageId': 'DP0315202515015413M.tif', 'colorSeqNum': 2, 'skuId': '51820070265', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0315202515015309M.tif', 'colorSeq': 0}]}]",/p/lee-mens-hooded-lightweight-varsity-jacket/ppr5008523005?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,,,,False,False,2025-05-13T19:03:31,DP0313202517022367M.tif,DP0313202517022264M.tif,,,available online only,,,https://www.jcpenney.com/p/lee-mens-hooded-lightweight-varsity-jacket/ppr5008523005?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Stafford Wool Blend Mens Classic Fit Sport Coat,ppr5008522443,,,99.99,99.99,198.0,198.0,SALE,False,False,False,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}, {'name': 'Only at JCP', 'priority': 2, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Front Style: Single Breasted', 'Closure Type: Button', 'Fit: Classic Fit', 'Pocket Types: 2 Front Flap Pocket(s), 1 Inside Button Pocket(s), 1 Chest Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,55207910067,USD,stafford,"[{'colorName': 'Taupe', 'swatchImageId': 'DP0918202513024282S.tif', 'colorizedImageId': 'DP0918202513024073M.tif', 'colorSeqNum': 1, 'skuId': '55207910067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0918202513024178M.tif', 'colorSeq': 0}, {'imgId': 'DP0918202513023865M.tif', 'colorSeq': 1}, {'imgId': 'DP0918202513023970M.tif', 'colorSeq': 2}]}]",/p/stafford-wool-blend-mens-classic-fit-sport-coat/ppr5008522443?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,552,True,69.99,69.99,YULETIDE,False,False,2025-12-12T02:51:50,DP0918202513024073M.tif,DP0918202513024178M.tif,,,,,,https://www.jcpenney.com/p/stafford-wool-blend-mens-classic-fit-sport-coat/ppr5008522443?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Berne Vintage Washed Sherpa Mens Heavyweight Big and Tall Work Jacket,ppr5008466174,,,184.0,192.0,184.0,192.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Features: Lined', 'Closure Type: Zipper', 'Neckline: Collar Neck', 'Pocket Types: 2 Chest Button Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,ORIGINAL,False,False,54527020034,USD,berne,"[{'colorName': 'Driftwood', 'swatchImageId': 'DP0917202407075180S.tif', 'colorizedImageId': 'DP0917202407074976M.tif', 'colorSeqNum': 1, 'skuId': '54527020034', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0917202407074874M.tif', 'colorSeq': 0}, {'imgId': 'DP0917202407075078M.tif', 'colorSeq': 1}]}]",/p/berne-vintage-washed-sherpa-mens-heavyweight-big-and-tall-work-jacket/ppr5008466174?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,545,True,134.4,128.8,YULETIDE,False,False,2024-10-24T08:17:09,DP0917202407074976M.tif,DP0917202407074874M.tif,,,available online only,,,https://www.jcpenney.com/p/berne-vintage-washed-sherpa-mens-heavyweight-big-and-tall-work-jacket/ppr5008466174?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Haggar Stretch Gabardine Mens Lightweight Bomber Jacket,ppr5008228753,5.0,1.0,160.0,160.0,160.0,160.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Closure Type: Zipper', 'Pocket Types: 1 Inside Button Pocket(s), 2 Side Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Lightweight', 'Outerwear Length: Short']",0.0,0.0,ORIGINAL,False,False,55401070067,USD,haggar,"[{'colorName': 'Black', 'swatchImageId': 'DP0111202409091857S.tif', 'colorizedImageId': 'DP0505202507153578M.tif', 'colorSeqNum': 1, 'skuId': '55401070067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0505202507153474M.tif', 'colorSeq': 0}, {'imgId': 'DP0508202511045767M.tif', 'colorSeq': 3}, {'imgId': 'DP0505202507153682M.tif', 'colorSeq': 4}]}]",/p/haggar-stretch-gabardine-mens-lightweight-bomber-jacket/ppr5008228753?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,554,True,112.0,112.0,YULETIDE,False,False,2022-03-14T14:01:30,DP0505202507153578M.tif,DP0505202507153474M.tif,,,available online only,,,https://www.jcpenney.com/p/haggar-stretch-gabardine-mens-lightweight-bomber-jacket/ppr5008228753?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Berne Highland Quilt-Lined Micro-Duck Mens Lightweight Work Jacket,ppr5008466175,,,157.0,157.0,157.0,157.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Features: Wind Resistant', 'Closure Type: Zipper', 'Neckline: Collar Neck', 'Pocket Types: 2 Side Zip Pocket(s), 1 Chest Zip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,ORIGINAL,False,False,54527060075,USD,berne,"[{'colorName': 'Cedar Green', 'swatchImageId': 'DP0807202417054208S.tif', 'colorizedImageId': 'DP0807202417054107M.tif', 'colorSeqNum': 1, 'skuId': '54527060075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0807202417053903M.tif', 'colorSeq': 0}, {'imgId': 'DP0807202417054005M.tif', 'colorSeq': 1}]}]",/p/berne-highland-quilt-lined-micro-duck-mens-lightweight-work-jacket/ppr5008466175?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,545,True,109.9,109.9,YULETIDE,False,False,2024-11-02T07:03:37,DP0807202417054107M.tif,DP0807202417053903M.tif,,,,,,https://www.jcpenney.com/p/berne-highland-quilt-lined-micro-duck-mens-lightweight-work-jacket/ppr5008466175?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Antigua Hunk 1/4 Zip Mens Lightweight Track Jacket,ppr5008462771,,,50.0,50.0,50.0,50.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Features: Breathable', 'Closure Type: Zipper, Pullover Head', 'Fit: Regular Fit', 'Neckline: Mock Neck', 'Sleeve Length: Long Sleeve']",0.0,0.0,ORIGINAL,False,False,57904980869,USD,antigua,"[{'colorName': 'Brown', 'swatchImageId': 'DP0702202411120779S.tif', 'colorizedImageId': 'DP0702202411114838M.tif', 'colorSeqNum': 1, 'skuId': '57904982220', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411112898M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411110962M.tif', 'colorSeq': 1}]}, {'colorName': 'Navy', 'swatchImageId': 'DP0702202411122211S.tif', 'colorizedImageId': 'DP0702202411120269M.tif', 'colorSeqNum': 2, 'skuId': '57904980026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411114327M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411112389M.tif', 'colorSeq': 1}]}, {'colorName': 'Dk Red', 'swatchImageId': 'DP0702202411121598S.tif', 'colorizedImageId': 'DP0702202411115655M.tif', 'colorSeqNum': 3, 'skuId': '57904980224', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113715M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111779M.tif', 'colorSeq': 1}]}, {'colorName': 'Black', 'swatchImageId': 'DP0702202411120677S.tif', 'colorizedImageId': 'DP0702202411114736M.tif', 'colorSeqNum': 4, 'skuId': '57904980422', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411112796M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411110861M.tif', 'colorSeq': 1}]}, {'colorName': 'Cabernet', 'swatchImageId': 'DP0702202411120983S.tif', 'colorizedImageId': 'DP0702202411115042M.tif', 'colorSeqNum': 5, 'skuId': '57904980620', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113102M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111167M.tif', 'colorSeq': 1}]}, {'colorName': 'Grey', 'swatchImageId': 'DP0702202411121699S.tif', 'colorizedImageId': 'DP0702202411115757M.tif', 'colorSeqNum': 6, 'skuId': '57904980869', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113817M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111880M.tif', 'colorSeq': 1}]}, {'colorName': 'Dk Purple', 'swatchImageId': 'DP0702202411121495S.tif', 'colorizedImageId': 'DP0702202411115554M.tif', 'colorSeqNum': 7, 'skuId': '57904981024', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113614M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111677M.tif', 'colorSeq': 1}]}, {'colorName': 'Burnt Orange', 'swatchImageId': 'DP0702202411120881S.tif', 'colorizedImageId': 'DP0702202411114940M.tif', 'colorSeqNum': 8, 'skuId': '57904981222', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113000M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111065M.tif', 'colorSeq': 1}]}, {'colorName': 'Harbor', 'swatchImageId': 'DP0702202411121802S.tif', 'colorizedImageId': 'DP0702202411115859M.tif', 'colorSeqNum': 9, 'skuId': '57904981420', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113919M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111982M.tif', 'colorSeq': 1}]}, {'colorName': 'Celtic Green', 'swatchImageId': 'DP0702202411121085S.tif', 'colorizedImageId': 'DP0702202411115144M.tif', 'colorSeqNum': 10, 'skuId': '57904981628', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113204M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111268M.tif', 'colorSeq': 1}]}, {'colorName': 'Deap Teal', 'swatchImageId': 'DP0702202411121290S.tif', 'colorizedImageId': 'DP0702202411115349M.tif', 'colorSeqNum': 13, 'skuId': '57904982428', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113409M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111474M.tif', 'colorSeq': 1}]}, {'colorName': 'Maroon', 'swatchImageId': 'DP0702202411122108S.tif', 'colorizedImageId': 'DP0702202411120167M.tif', 'colorSeqNum': 14, 'skuId': '57904982634', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411114225M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411112287M.tif', 'colorSeq': 1}]}, {'colorName': 'Tn Orange', 'swatchImageId': 'DP0702202411122517S.tif', 'colorizedImageId': 'DP0702202411120575M.tif', 'colorSeqNum': 15, 'skuId': '57904982824', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411114633M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411112693M.tif', 'colorSeq': 1}]}, {'colorName': 'Dark Royal', 'swatchImageId': 'DP0702202411121187S.tif', 'colorizedImageId': 'DP0702202411115247M.tif', 'colorSeqNum': 16, 'skuId': '57904983020', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411113307M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411111371M.tif', 'colorSeq': 1}]}, {'colorName': 'Mango', 'swatchImageId': 'DP0702202411122007S.tif', 'colorizedImageId': 'DP0702202411120064M.tif', 'colorSeqNum': 17, 'skuId': '57904983228', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411114123M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411112186M.tif', 'colorSeq': 1}]}, {'colorName': 'Lilac', 'swatchImageId': 'DP0702202411121904S.tif', 'colorizedImageId': 'DP0702202411115962M.tif', 'colorSeqNum': 18, 'skuId': '57904983442', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202411114021M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202411112084M.tif', 'colorSeq': 1}]}]",/p/antigua-hunk-1-4-zip-mens-lightweight-track-jacket/ppr5008462771?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,579,True,35.0,35.0,YULETIDE,False,False,2024-07-10T12:51:18,DP0702202411114838M.tif,DP0702202411112898M.tif,,,available online only,,,https://www.jcpenney.com/p/antigua-hunk-1-4-zip-mens-lightweight-track-jacket/ppr5008462771?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Vintage Leather 3-In-1 Mens Water Resistant Wind Resistant Midweight System Jacket,ppr5007225016,2.6667,3.0,128.0,128.0,160.0,160.0,SALE,False,False,False,,,False,original,False,True,"['Features: Water Resistant, Wind Resistant', 'Closure Type: Zipper', 'Pocket Types: 2 Side Zip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",0.0,0.0,SALE,False,False,51890140281,USD,vintage leather,"[{'colorName': 'Royal', 'swatchImageId': 'DP0410201717281240S.jpg', 'colorizedImageId': 'DP0410201717281185M.tif', 'colorSeqNum': 1, 'skuId': '51890140281', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0410201717281148M.tif', 'colorSeq': 0}, {'imgId': 'DP0410201717281182M.tif', 'colorSeq': 1}, {'imgId': 'DP0410201717281151M.tif', 'colorSeq': 2}]}]",/p/vintage-leather-3-in-1-mens-water-resistant-wind-resistant-midweight-system-jacket/ppr5007225016?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,89.6,89.6,YULETIDE,False,False,2017-04-11T00:00:00,DP0410201717281185M.tif,DP0410201717281148M.tif,,,available online only,,,https://www.jcpenney.com/p/vintage-leather-3-in-1-mens-water-resistant-wind-resistant-midweight-system-jacket/ppr5007225016?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
